path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\RoomBlockSaveRequest.java	557	backend/booking-service	backend-dto	request/response/event shape	RoomBlockSaveRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\SetOperationalDateRequest.java	886	backend/booking-service	backend-dto	request/response/event shape	SetOperationalDateRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\SlotHoldDto.java	973	backend/booking-service	backend-dto	request/response/event shape	SlotHoldDto	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\SurgePricingRuleDto.java	794	backend/booking-service	backend-dto	request/response/event shape	SurgePricingRuleDto	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\SurgePricingRuleSaveRequest.java	1871	backend/booking-service	backend-dto	request/response/event shape	SurgePricingRuleSaveRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\TaxComputationResult.java	1839	backend/booking-service	backend-dto	request/response/event shape	TaxComputationResult	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\TaxRuleDto.java	983	backend/booking-service	backend-dto	request/response/event shape	TaxRuleDto	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\TransferBookingRequest.java	843	backend/booking-service	backend-dto	request/response/event shape	TransferBookingRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\UpdateBookingRequest.java	2479	backend/booking-service	backend-dto	request/response/event shape	UpdateBookingRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\VenueRoomDto.java	997	backend/booking-service	backend-dto	request/response/event shape	VenueRoomDto	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\VenueRoomSaveRequest.java	943	backend/booking-service	backend-dto	request/response/event shape	VenueRoomSaveRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\dto\WaitlistEntryDto.java	906	backend/booking-service	backend-dto	request/response/event shape	WaitlistEntryDto	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\AddOn.java	2112	backend/booking-service	backend-entity	persistent domain model	AddOn	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\AddOnCategory.java	1588	backend/booking-service	backend-entity	persistent domain model	AddOnCategory	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\AdminNotification.java	4031	backend/booking-service	backend-entity	persistent domain model	AdminNotification	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BillingAddress.java	2161	backend/booking-service	backend-entity	persistent domain model	BillingAddress	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\Binge.java	11236	backend/booking-service	backend-entity	persistent domain model	Binge	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BingeApprovalStatus.java	698	backend/booking-service	backend-entity	persistent domain model	BingeApprovalStatus	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BingeChangeRequest.java	2809	backend/booking-service	backend-entity	persistent domain model	BingeChangeRequest	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BingeSiteContent.java	2073	backend/booking-service	backend-entity	persistent domain model	BingeSiteContent	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\Booking.java	13661	backend/booking-service	backend-entity	persistent domain model	Booking	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingAddOn.java	789	backend/booking-service	backend-entity	persistent domain model	BookingAddOn	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingEventLog.java	3290	backend/booking-service	backend-entity	persistent domain model	BookingEventLog	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingEventType.java	932	backend/booking-service	backend-entity	persistent domain model	BookingEventType	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingNote.java	3153	backend/booking-service	backend-entity	persistent domain model	BookingNote	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingPriceSnapshot.java	5046	backend/booking-service	backend-entity	persistent domain model	BookingPriceSnapshot	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingReadModel.java	1702	backend/booking-service	backend-entity	persistent domain model	BookingReadModel	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingReview.java	1320	backend/booking-service	backend-entity	persistent domain model	BookingReview	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingRiskFlag.java	4972	backend/booking-service	backend-entity	persistent domain model	BookingRiskFlag	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\BookingTransfer.java	3112	backend/booking-service	backend-entity	persistent domain model	BookingTransfer	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\CancellationTier.java	1383	backend/booking-service	backend-entity	persistent domain model	CancellationTier	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\CheckInToken.java	2338	backend/booking-service	backend-entity	persistent domain model	CheckInToken	A	B	partial	Prior audit + Codex census	final-file-coverage census		SENSITIVE - names/patterns only; values redacted
backend\booking-service\src\main\java\com\skbingegalaxy\booking\entity\CreditNote.java	2263	backend/booking-service	backend-entity	persistent domain model	CreditNote	A	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
